source_id,title,plot
wiki-07007,Flying Saucer Daffy,"Joe's accidental snapshot of a paper plate blown by a breeze, is mistaken for a picture of a UFO. However, Moe and Larry take the credit for the photo, and are paid a huge sum while Joe is reduced to the status of their servant. Angered, Joe leaves the boys for a camping trip, only to meet two genuine and beautiful aliens from Planet Zircon who allow Joe to photograph them. Moe and Larry end up arrested when their UFO picture is revealed to be a fraud. They are put in straitjackets and incarcerated in a psychiatric hospital while Joe becomes a national hero."
wiki-07049,Jet Attack,"During the Korean War, scientist Dean Olmstead (Joseph Hamilton) designs a long-range radio transmitting and tracking device for the United States Air Force. During testing of the device, Capt. Tom Arnett (John Agar), leading an escort of North American F-86 Sabre jet fighters, is unable to prevent Olmstead's North American B-25 Mitchell bomber being shot down in North Korea. His commanding officer, Col. Catlett (George Cisar) plans a rescue of the scientist, whom he believes is still alive and may be undergoing interrogation by Russian intelligence agents working with the North Koreans. Arnett and Lt. Bill Clairborn (Gregory Walcott) are assigned to go into North Korea and bring back Olmstead. After parachuting behind enemy lines, they meet up with guerrilla leader Capt. Chon (Victor Sen Yung), who takes them to Tanya Nikova (Audrey Totter), a Russian nurse, who has been working as a spy for the guerrillas. Tanya had previously been romantically involved with Arnett, but proves invaluable to the mission. She knows that the scientist may be under care of her boss, Col. Kuban (Robert Carricart), a Russian doctor. After they discover Olmstead's whereabouts and bring him out of the prison camp where he was being treated for a concussion, the group is pursued by North Korean Maj. Wan (Leonard Strong). Tanya is wounded during the escape but manages to drive the Americans to an airfield. She dies, but the two American pilots and the scientist make good their escape in a pair of North Korean Mikoyan-Gurevich MiG-15 jet fighters."
wiki-07197,Don't Give Up the Ship,"Following World War II, an entire destroyer escort, the U.S.S. Kornblatt, has mysteriously gone missing. Lieutenant John Paul Steckler VII (Jerry Lewis), the last of a long line of good-natured but screw-up U.S. Navy officers, was tasked with commanding the Kornblatt to its decommission back in the U.S., but somehow the ship disappeared without a trace on its homeward voyage. Now, with a $4 billion appropriation at stake, Congressman Mandeville (Gale Gordon) refuses to approve the funds until the Kornblatt is found. Steckler's former superior, Vice Admiral Bludde (Robert Middleton), who has been trying to sugarcoat this embarrassing incidence, has no other choice but to comply. Just as he is ready to embark on a honeymoon with his freshly wedded wife Prudence (Diana Spencer), Steckler is tracked down by Navy personnel and brought to the Pentagon, where he is charged with treason and malevolent misappropriation of government property. Though he can convince the Admiralty of his basic innocence, he is nevertheless charged with finding the Kornblatt within the next ten days, thus upsetting both his wife and his honeymoon plans. Since he is at a loss to explain the whereabouts of the ship, Steckler is teamed up with Naval Intelligence operative Ensign Benson, who happens to be an attractive woman (Dina Merrill). Benson employs a relaxing therapy to coax Steckler's memory, succeeding with much effort. In a flashback it is told that on the day hostilities in the Pacific were finally ended, the Kornblatt was ordered to return to Pearl Harbor for the decommissioning of those crew members with sufficient discharge points. Steckler, assisted by Ensign Stan Wychinsky (Mickey Shaughnessy) and the remaining crew, attempted to get the Kornblatt back to the mainland, but Steckler got the ship stuck on a reef near an island occupied by a garrison of still-entrenched Japanese soldiers. Captured by those soldiers while exploring, Steckler was imprisoned for a night before his impending execution, only for the Japanese commander, Colonel Takahashi (Yuki Shimoda), to learn that the war really was over. By the time of Steckler's release and the garrison's surrender to him, however, the Kornblatt and her crew, believing him dead, had already departed. With Wychinsky being the only viable lead, Steckler and Benson track him down in Miami, Florida, where he works as a professional wrestler. From him they learn that he has turned the Kornblatt over as instructed, but being in the middle of a match, he loses the memory of the responsible official's name when his opponent whacks him on the head. Grounded by a hurricane, and unwilling to spend any more time separated from Prudence, Steckler takes a train back to Washington, where he is forced to share a compartment with Benson (who incidentally takes a personal liking to him); this circumstance leads to a prompt misunderstanding with Prudence at the Washington railway station, who leaves him in a fury. In addition, Mandeville has drastically cut the time limit in favor of an immediate inquiry on this very day. In the meantime, Wychinsky, who has finally remembered what happened to the Kornblatt, has followed Steckler back to Washington and encounters Prudence. The two proceed to the hearing, which is (due to Mandeville's animosity) progressing very badly for Steckler and Bludde. Given a reprieve of 48 hours, Steckler and Wychinsky go to a spot in the ocean where the wreck of the Kornblatt lies following her last use as a target dummy. After a harrowing dive and struggle with nitrogen narcosis and a hungry kraken, they recover a bell from the Kornblatt, thus confirming the ship's fate, and back at the inquiry Mandeville is revealed as the man who had unwittingly assigned the Kornblatt for target practice, ignoring the red tape. Finally rehabilitated, Steckler manages to secure a significantly higher appropriation for the Navy, and is happily reunited with Prudence."
wiki-07221,Holiday for Lovers,"Robert Dean (Clifton Webb) is an old-fashioned psychologist who reluctantly allows his oldest daughter Meg (Jill St. John) to join a four-week tour in São Paulo before returning to college in America. When he finds out she is planning on six more weeks, he immediately books a ticket to Brazil to find out what her true motives for staying are. He is accompanied by his loving wife Mary (Jane Wyman) and youngest daughter, the wise-cracking, joyful Betsy (Carol Lynley). Upon arriving, Robert is unamused by the notable character change in a daughter. She looks to be very much interested in her older mentor Eduardo Barroso (Paul Henreid), and has taken up habits which are shocking to Robert, including smoking. Unaware of her daughter's engagement with Barroso's son Carlos (Nico Minardos), Robert mistakes Eduardo for being Meg's love interest. Meanwhile, Betsy is enjoying the attention she is receiving from the United States Air Force, and falls in love with Sgt. Paul Gattling (Gary Crosby). Back at the hotel, Carlos is reluctant to meet Meg's parents, thinking they will disapprove of his bohemian lifestyle. By assuming the worst, Carlos makes a horrible impression on Robert, who tries to prohibit his daughter from seeing them by booking a flight to Rio de Janeiro and then Lima for the family. Feeling betrayed by her father, Meg calls Carlos to tell him goodbye, and he responds by confronting her with leading her father's life. Nevertheless, he and Eduardo follow her to Lima, where Carlos and Meg are reunited at a bull fight. Soon after, Paul, who has set out to Lima as well, proposes to Betsy, but she rejects him, explaining she is not ready to marry. Later that night, Eduardo and Carlos announce they are returning to São Paulo the following day. Robert eventually reluctantly allows his daughter to accompany her future husband. After bidding her daughter farewell, Robert goes to a bar and gets drunk. He ends up lying unconscious on the street and is mistaken for being a member of a Spanish tour group. Upon awaking, Robert finds out he is on a plane heading for Madrid and is eventually dropped off in Trinidad. There, he phones Meg to give her his sincere blessing for marrying Carlos, but she announces she is not in love with Carlos any longer. Betsy, on the other hand, desires to marry Paul. Upon asking her father for permission, he declares that she is old enough to make her own decisions, after which she is officially engaged to Paul."
wiki-07334,Cimarron,"Sabra Cravat's (Maria Schell) wealthy Kansas City parents try to dissuade her from participating in a land run in the Oklahoma territory with her new husband Yancey (Glenn Ford), but she is adamant. During the journey, Sabra's knowledge of her husband's character deepens, and when he lends one of his covered wagons to Tom (Arthur O'Connell) and Sarah Wyatt (Mercedes McCambridge) and their large, destitute family, she experiences his generosity. Upon arriving in Oklahoma and meeting many of Yancey's friends, including a lady of the evening named Dixie Lee (Anne Baxter), she discovers that he is something of an adventurer. Sabra has her first disagreement with Yancey, however, when he staunchly defends an American Indian family whose wagon has been overturned by a group of angry men. Even though a Cavalry officer states that Ben and Arita Red Feather have the right to participate in the land run, Sabra, a French American, wonders aloud whether Yancey should have risked injury just to help some Indians. At high noon on 22 April 1889, thousands of settlers, who hope to claim 160 acres each of free land, race wildly on horseback, wagon, bicycle, and stagecoach across the prairie. Tom is pushed off the stagecoach, whereupon a frantic Sarah plants a stake into the arid dirt near the starting line. Sam Pegler (Robert Keith), an idealistic newspaper owner from Osage, is killed during the run, and Ben is lassoed to the ground by a bigoted roughneck named Bob Yountis (Charles McGraw). After Dixie, angry at Yancey for having married another woman, vengefully claims the land that Yancey had wanted, he decides to forget about ranching and take over Sam's newspaper. The printer, Jesse Rickey (Harry Morgan), remains in Osage with the paper, the Oklahoma Wigwam, while Sam's widow Mavis (Aline MacMahon) sadly returns home. Some time later, Yountis and William Hardy (Russ Tamblyn), a young troublemaker known as the ""Cherokee Kid, "" terrorize a Jewish peddler named Sol Levy (David Opatoshu). Yancey rescues Sol, but the Kid, whose father had been Yancey's friend, refuses to listen to the older man's advice and rides away with his rowdy companions. One night, Yountis, leading a band of Indian-hating townspeople, lynches Ben and destroys his home. Outraged, Yancey shoots Yountis and then brings Arita and her baby to the Cravat house. When the three arrive home, they discover that Sabra has given birth to a baby boy, whom they named Cimarron. Several years pass, and the Kid, now a feared outlaw, reluctantly joins cohorts in robbing the Osage bank. Cornered, the robbers take refuge in the schoolhouse, but when his buddy, Wes Jennings (Vic Morrow) tries to make a child their hostage, the Kid intervenes and is shot. Yancey shoots Wes, thereby earning a large reward, but when he remorsefully tears up the checks, Sabra accuses him of cheating Cim of his future. Dixie confesses that she still loves Yancey, and when he gently rejects her, she sells her farm and opens a ""social club"". Meanwhile, Arita's little daughter Ruby is ejected from the schoolhouse. Yancey files a protest, but the townspeople refuse to allow an Indian to attend school. Yancey charges that they are keeping their children's blood pure, but their heads empty. Soon afterward, Yancey leaves town to participate in another land rush, to the bitter disappointment of his wife. During his five-year absence, Sabra obtains a loan from Sol, who has fallen in love with her. Sabra learns from Dixie that Yancey, who spent several years in Alaska, is now a Rough Rider in Cuba. Dixie also confesses that it is Sabra, not her, whom Yancey loves. That year, Yancey returns, promising to make amends for his absence. Sabra and Cim accept him, and the years pass. One day Yancey excitedly reports that oil has been discovered on the Indian reservation. Tom, whose own oil-rich land has made him wealthy, laughs and says that it is he, not the Indians, who owns the oil rights. Yancey writes in his paper that Tom has swindled the Indians, and the story is reported all over the country. Sabra, meanwhile, worries that Cim is becoming serious about Ruby, whom she considers unfit for her son, but when Yancey tells her that he has been nominated for governor of the territory, she beams. In Washington, she ecstatically dresses for a party, but Yancey learns Tom and his powerful friends will name him governor only if he agrees to cooperate with them. Yancey rejects the post, whereupon Sabra orders him to leave her. Later, Sol, now a successful merchant, lends Sabra a large sum, and she builds the paper into a major enterprise. When Cim informs her that he has married Ruby and is on his way to Oregon, Sabra bitterly complains that he is throwing his life away and then dismisses him from the house. Ten years later, in 1914, Sabra sits at a desk composing an editorial for the newspaper's 25th anniversary. Sol and Tom want her to be the model for a sculpture exemplifying the pioneer spirit, but Sabra protests that the man who ran away from her was the true pioneer. At a surprise anniversary party, Sabra is reunited with her son and his family. She pays tribute to her husband, claiming that she still hopes for his return, but that day, war is declared. In December, Sabra rereads the letter she has received from Yancey, in which he again apologizes for being a disappointment to her. On the table is an open telegram stating that her husband has been killed in action."
wiki-07348,Four Fast Guns,"Wanted outlaw Tom Sabin rides to the town of Purgatory, ruled by a ruthless man named Hoag, who is deemed safe from being killed by virtue of being handicapped and in a wheelchair. Tom befriends town deputy Dipper and attracts the interest of Hoag's beautiful daughter Mary, although he isn't sure whether to trust her. Hoag sends for three hired gunman to get Tom out of his town, but Tom gets the better of the first two, shooting both. The third, Johnny Naco, is offered triple pay by Hoag to get the job done. All in town are shocked when Tom refuses to face Johnny. It turns out they are brothers. Tom took the blame for a crime Johnny committed, so a grateful Johnny doesn't want to kill him. Johnny does shoot Hoag, who tries to kill Tom himself with a shotgun. But when townspeople ridicule Tom for not facing the outlaw, Johnny calls him out and draws, forcing Tom to shoot him. Tom leaves the sheriff's job to Dipper and rides off, Mary promising to meet him."
wiki-07369,Last Woman on Earth,"Harold Gern (Antony Carbone), a successful businessman from New York who is constantly in legal trouble, is spending a holiday in Puerto Rico with his attractive wife, Evelyn (Betsy Jones-Moreland), whom he married ""between trials."" They are joined by Martin Joyce (Robert Towne, billed as Edward Wain), Harold's lawyer, who has come to discuss the latest indictment. Harold invites him along on a boat trip during which all three try out some newly bought scuba diving equipment. When they resurface, they are unable to breathe without using their scuba tanks. They climb back into their boat and find Manuel, the crewman, dead, apparently of asphyxiation. Upon rowing ashore, they enter the jungle. With their air running out, they discover that the foliage gives off oxygen that they can breathe. When they go into town, they find nobody left alive and cannot contact anyone by radio. It dawns upon the three that they might be the only survivors in the area, maybe in the world. The domineering Harold takes charge. They becoming self-sufficient, and the two men fish, as marine creatures have survived. Later, they also find living insects and baby chicks, presumably newly hatched. Harold feels that in the long run, they will have to move north to a colder climate to avoid problems with insects and food preservation and to increase their chances of meeting other survivors. Soon, a love triangle develops. Martin points out to Harold that neither the latter's marriage certificate nor his money mean anything anymore. One day, while Harold is out fishing by himself, Evelyn gives in to her attraction to Martin. When Harold finds out, he beats Martin and orders him to leave. Evelyn hops in the car, and the two lovers drive off. Harold chases after them. At the harbor, another fight breaks out when Martin refuses to tell Harold where his wife is. Martin eventually runs into the church where Evelyn has been waiting. There, he dies of his injuries. The two survivors are left wondering where they will go or what they will do now."
wiki-07394,Psycho,"During a lunchtime tryst in Phoenix, Arizona, a real estate secretary, Marion Crane and her boyfriend Sam Loomis discuss how they cannot afford to get married because of Sam's debts. After lunch, Marion returns to work, where a client drops off a $40,000 cash payment on a property. Her boss asks her to deposit the money in the bank, and she asks if she can take the rest of the afternoon off. Returning home, she begins to pack, deciding to steal the money and give it to Sam in Fairvale, California. She is seen by her boss on her way out of town, which makes her nervous. During the trip, she pulls over on the side of the road and falls asleep, and is woken by a state patrol officer. Suspicious about her nervous behavior, he notes her license plate number and follows her at a close distance. Hoping to shake his pursuit, Marion stops at an automobile dealership and trades in her Ford Mainline, with its Arizona license plates, for a Ford Custom 300 that has California tags. Marion stops for the night at the Bates Motel. The proprietor, Norman Bates, invites her to a light dinner after she checks in. She accepts, but hears an argument between Norman and his mother about bringing a woman into her house. They eat in the motel parlor, where he tells her about his life with his mother, who is mentally ill and forbids him to have an independent life. Moved by Norman's story, Marion decides to go back to Phoenix in the morning to return the stolen money, and prepares for bed. As she showers, a shadowy figure stabs her to death with a chef's knife. Norman discovers the murder and assumes his mother is responsible. He cleans up the crime scene, putting Marion's corpse and her possessions—including the embezzled money—into the trunk of her car and sinking it in the swamps near the motel. A week later, Marion's sister Lila arrives in Fairvale and confronts Sam about the whereabouts of her sister. Private investigator Milton Arbogast approaches them and confirms that Marion is wanted for stealing the $40,000. He checks the motels, and Norman's evasive and inconsistent answers arouse his suspicions. After hearing that Marion met Norman's mother, he asks to speak with her, but Norman refuses. Arbogast calls Lila and Sam to update them. He goes to the Bates' home in search of Norman's mother; as he reaches the top of the stairs, he is murdered. When Lila and Sam do not hear from Arbogast, Sam visits the motel. He finds only Mrs. Bates, who ignores his knocking. Lila and Sam go to the local sheriff, who informs them that Mrs. Bates killed herself ten years ago, and concludes that Arbogast lied to confuse them and made off with the $40,000. Convinced that some ill has befallen Arbogast, Lila and Sam make their way to the motel. Norman takes his unwilling mother from her room and hides her in the fruit cellar. At the motel, Lila and Sam meet Norman. Sam distracts him by striking up conversation while Lila sneaks up to the house. When Sam tells Norman they have come to question his mother, he knocks Sam out and rushes to the house. Lila hides in the cellar, where she finds Mrs. Bates in a chair. Lila turns her around and discovers she is a mummified corpse. Lila screams as Norman runs into the cellar, holding a knife and wearing his mother's clothes and a wig. Before Norman can attack Lila, Sam, having regained consciousness, subdues him. At the courthouse, a psychiatrist explains that Norman murdered Mrs. Bates and her lover ten years prior out of jealousy. Unable to bear the guilt, he exhumed her corpse and began to treat it as if she were still alive. He recreated his mother in his own mind as an alternate personality, dressing in her clothes and talking to himself in her voice. This ""Mother"" personality is jealous and possessive: whenever Norman feels attracted to a woman, ""Mother"" kills her. As ""Mother"", Norman killed two young girls prior to Marion, as well as Arbogast. The psychiatrist says the ""Mother"" personality has taken permanent hold of Norman's mind. While Norman sits in a holding cell, ""Mother"" protests that the murders were Norman's doing. Marion's car is pulled out of the swamp."
wiki-07547,The Steel Claw,"Capt. John Larsen, a Marine, stationed in the Philippines, loses a hand in an accident and is discharged from the Corps. An American general is held captive by Filipino guerrillas behind Japanese lines and Larsen is later re-enlisted to rescue him. He fastens a steel prosthetic hook, the “steel claw” of the title, and embarks on the mission to rescue the general which leads him and his team, (his pal Santana and a band of guerillas), deep into the Philippines where love and death await them."
wiki-07604,Gypsy,"Determined to make her young, blonde, and beautiful daughter June a vaudeville headliner, willful, resourceful, domineering stage mother Rose Hovick will stop at nothing to achieve her goal. She drags the girl and her shy, awkward, and decidedly less-talented older sister Louise around the country in an effort to get them noticed, and with the assistance of agent Herbie Sommers, she manages to secure them bookings on the prestigious Orpheum Circuit. Years pass, and the girls no longer are young enough to pull off the childlike personae their mother insists they continue to project. June rebels, and elopes with Jerry, one of the dancers who backs the act. Devastated by what she considers an act of betrayal, Rose pours all her energies into making a success of Louise, despite the young woman's obvious lack of singing and dancing skills. Not helping matters is the increasing popularity of sound films, which leads to a decline in the demand for stage entertainment. With bookings scarce, mother and daughter find themselves in Wichita, Kansas, where the owner of a third-rate burlesque house books the act in hopes of keeping the vice squad at bay. When one of the strippers is arrested for shoplifting, Louise unwillingly becomes her replacement. At first, her voice is shaky and her moves tentative at best, but as audiences respond to her she begins to gain confidence in herself. She blossoms as an entertainer billed as Gypsy Rose Lee, and eventually reaches a point where she tires of her mother's constant interference in both her life and wildly successful career. Louise confronts Rose and demands she leave her alone. Finally, aware that she has spent her life enslaved by a desperate need to be noticed, an angry, bitter, and bewildered Rose stumbles onto the empty stage of the deserted theatre and experiences a moment of truth that leads to an emotional breakdown followed by a reconciliation with Louise."
wiki-07899,"Quick, Before It Melts","American magazine reporter Oliver Cannon gets an assignment to a naval expedition far from home by his boss, Harvey Sweigert, who is also the father of Oliver's fiancee, Sharon. He has never broken a big story, so Sweigert wants to see what kind of reporter he really is. First stop is New Zealand, where photographer Pete Santelli, also along on the trip, quickly develops a romantic attraction to a local girl named Diana. And a half-Maori beauty named Tiare catches the interest of Oliver. When the journalists move on to Antarctica, it becomes clear that a friendly Soviet citizen, Mikhail, whom they call Mickey, might be persuaded to defect. Women are invited to join the expedition, including Diana and Tiare, and the latter ends up falling in love with Mickey. Their romance and his defection is news, but a naval admiral tries to prevent Oliver from reporting his scoop to the world. Oliver shows what he's made of, then returns home to marry Sharon."
wiki-07974,The Great Sioux Massacre,"The film begins at Board of Inquiry over the Battle of the Little Big Horn; specifically examining the conduct of Major Marcus Reno. Captain Bill Benton (perhaps inspired by Frederick Benteen) is called to the stand, and rather than merely answer questions from the board states that he will tell his version of the ""true story"" that the audience sees through flashback. Benton relates his first arrival in the Wild West where his detachment is escorting the wife of the local Indian Agent Mr. Turner. The Indians attack the party and abduct Mrs Turner away from Benton's command. Benton's Army Scout ""Dakota"" advises against tracking the Indians until the next day due to their laying false trails that lead into ambushes. Dakota and Benton come across a wounded Indian who Dakota shoots so he will not have to starve on an Indian Reservation. Received by his commanding officer Lt. Col. George Armstrong Custer, Benton is gently told his first encounter with the enemy has been disastrous but Custer confirms that he did the right thing by following Dakota's advice not to pursue the hostile party. Custer invites Benton to a dress dance held at the fort that evening and dismisses the distraught Mr. Turner by telling him that he will visit the hostile Indians who abducted his wife in the morning. Benton's fiancee Caroline Reno is at the fort, but their relationship has grown cold due to Caroline's father Major Reno hating Benton. At the dress ball, where Custer wears a major general's tunic with Colonel's insignia, Major Reno comes in drunk and demands everyone address him as ""Major General Reno"" due to his former rank in the Confederate States of America's army and salute him. Custer replies with good nature, attempting to reconcile the former warriors of the North and South, but Reno is in a bad mood. He physically attacks Benton but only hits the floor, prompting Benton to inform Caroline that her ""family tree has fallen"". The next day Benton join's Custer's patrol who meet Crazy Horse and Sitting Bull to negotiate Mrs. Turner's release. The Indians propose Custer release all his Indian prisoners in exchange for Mrs Turner. Custer decides on a compromise, he will hang the Indian leaders if Mrs Turner is not released. Mrs Turner is released. Custer gains Benton's respect by Custer's disgust at the corrupt Indian agents who he feels have been put in place by a corrupt Federal administration that Custer and his wife Libby will confront in Washington. Before their departure the captive Indians unsuccessfully attempt to escape and are slaughtered. In Washington, D.C., Colonel Custer destroys his military career by formally accusing many Federal politicians with corruption, including Orvil Grant, the brother of the President of the United States Ulysses S. Grant. When the President refuses to meet with Custer, he begins to realize his military career may have come to a premature end. Meanwhile, back in the West the Army's commander General Alfred Howe Terry visits the fort and summons Major Reno and Captain Benton to inform them that Custer is going to be court martialed. Major Reno is deflated when the General offers Captain Benton command of the 7th Cavalry and a promotion to brevet colonel. Captain Benton refuses and considers resigning his commission out of loyalty to his commander. Major Reno's daughter browbeats her father, who says he will not accept command of the regiment, gives his blessing to Caroline and Benton's marriage and gives up his drinking. In Washington Senator James G. Blaine visits the humbled Custer and tempts him with an offer to be the party's candidate for President of the United States. The Senator informs Custer this can be accomplished through obtaining a reputation through his military exploits in a war with the Indians. The Senator assigns a newspaper journalist/minder possibly based on Mark Kellogg to Custer, who is sent back without court martial to his regiment. Benton notices that Custer's empathetic feelings for the Native Americans have vanished and he is pushing his regiment into a war where he can claim glory. Custer motivates his command by personally shooting deserters in the back including his scout Dakota who has turned from Indian baiter to Indian booster. This prompts Benton to strike his commanding officer where he is arrested. He is freed by Indians who know of his attempts to help their people at the aborted escape but when his Indian friends are ambushed by a cavalry patrol Benton attempts to warn Colonel Custer of a mass Indian army made up of a combination of several tribes."
wiki-08224,The Happiest Millionaire,"The story begins in Autumn of 1916, and follows an Irish immigrant named John Lawless (Tommy Steele) as he applies for a butler position with eccentric Philadelphia millionaire Anthony J. Drexel Biddle (Fred MacMurray). Even though the family is a bit strange, Lawless soon learns that he fits right in. Mr. Biddle takes a liking to him immediately. For the rest of the film, Lawless serves as the narrator/commentator. Mr. Biddle busies himself with his Biddle Boxing and Bible School (located in his stable) and with his alligators in the conservatory. He is also anxious to get America into the War in Europe (World War I), despite the government's policy of neutrality. His wife, Cordelia (Greer Garson), stands quietly by, accepting his eccentricities with a sense of pride and class. Their two sons, Tony and Livingston (Paul Petersen and Eddie Hodges, respectively) are headed off to boarding school, never to be seen in the film again. Their daughter, Cordy (Lesley Ann Warren, in her film debut), is a tomboy with a mean right hook who was educated by private tutors and has had limited contact with conventional society. She is frustrated by her apparent inability to attract suitors and wants to see what is beyond the Biddle manor. Mr. Biddle reluctantly lets Cordy go to a boarding school as well (after some prodding from both Cordy and from his Aunt Mary (Gladys Cooper), where her roommate teaches her how to lure men with feminine wiles, known as ""Bye-Yum Pum Pum"". At a social dance hosted by her aunt and uncle, Cordy meets Angier Buchanan Duke (John Davidson, in his film debut) and they fall in love. He tells Cordy that he is fascinated with the new automobile and wants to head to Detroit, Michigan to make his fortune there, instead of taking over his family's tobacco business. That winter, Cordy comes back to her parents' home and tells them that she is engaged. At first, this is a difficult thing for Mr. Biddle to take. He does not want to give up his little girl. But, after meeting Angie and witnessing first-hand his Jiu Jitsu fighting skills, Mr. Biddle takes a liking to him and accepts the engagement. Then Cordy travels with Angie to New York City to meet his mother (Geraldine Page). Soon the Biddles and the Dukes are making arrangements for a very grand wedding. Constant condescending comments from Angie's mother anger Cordy. To make matters worse, their families' elaborate planning for the ""social event of the season"" (it is by now the spring of 1917), makes both Cordy and Angie feel pushed aside. The tension reaches a climax when Cordy learns that Angie has abandoned his plans for Detroit, and is instead taking his place in the family business, following his mother's wishes. Cordy angrily calls the wedding off, thinking of Angie as a mama's boy, and Angie storms out of the house. Both families are instantly in a tremendous state of upheaval. Mr. Biddle sends John Lawless to look after Angie. John finds Angie at the local tavern, contemplating what he will do next. During a rousing song-and-dance sequence, John tries to convince Angie to go back to Cordy. However, Angie is stubborn and thinks of other ways to deal with his problems, among other things saying that he wants to join the Foreign Legion. Angie unwittingly starts a bar fight (with a little help from John) and is hauled off to jail. The next morning, Mr. Biddle comes to bail Angie out. He tells Angie he has to forget about his own dreams and accept his place in the family business. His words have the desired effect, inspiring Angie to defy his mother and elope with Cordy and go to Detroit. Cordy, however, believes her father talked Angie into it, so to prove his sincerity, amid the cheering of the cell mates, Angie throws Cordy over his shoulder and carries her out of the jail house to start their new life together. (The short version of the film ends at this point.) After Mr. and Mrs. Biddle return home a delegation of Marines arrive to inform him he has been made a ""provisional captain"" in the Marine Corps; and is wanted immediately to go to Parris Island to help/continue training the recruits, now that America is finally entering the War. Mr. Biddle accepts with delight, and the hearty congratulations of his suddenly appearing Bible Boxing Class. Behind the final credits a car is seen driving toward a city skyline (apparently Detroit) dominated by factories spewing smoke to blacken the sky over the city."
wiki-08282,2001: A Space Odyssey,"In an African desert millions of years ago, a tribe of hominids is driven away from its water hole by a rival tribe. They awaken to find a featureless black monolith has appeared before them. Seemingly influenced by the monolith, they discover how to use a bone as a weapon and drive their rivals away from the water hole. Millions of years later, a Pan Am spaceplane carries Dr. Heywood Floyd to the huge Space Station 5 orbiting Earth for a layover on his trip to Clavius Base, a United States outpost on the Moon. After Floyd has a videophone call with his daughter, he rebuffs questions from his Soviet scientist friend and her colleague about rumors of a mysterious epidemic at Clavius Base. Floyd heads a meeting of Clavius Base personnel, apologizing for the epidemic cover story but stressing secrecy. His mission is to investigate a recently found artifact buried four million years ago. Floyd and others ride in a Moonbus to the artifact, a monolith identical to the one encountered by the ape-men. Sunlight strikes the monolith and a loud high-pitched radio signal is heard. Eighteen months later, the United States spacecraft Discovery One is bound for Jupiter. On board are mission pilots and scientists Dr. David Bowman and Dr. Frank Poole, along with three other scientists in suspended animation. Most of Discovery's operations are controlled by the ship's computer, HAL 9000, referred to by the crew as ""Hal"". Hal states that he is ""foolproof and incapable of error"". Hal raises concerns about the nature of the mission to Bowman, which the latter ignores. Hal then reports the imminent failure of an antenna control device. The astronauts retrieve it in an extravehicular activity (EVA) pod but find nothing wrong. Hal suggests reinstalling the device and letting it fail so the problem can be found. Mission Control advises the astronauts that results from their twin HAL 9000 indicate that Hal is in error. Hal insists that the problem, like previous issues ascribed to HAL series units, is due to human error. Concerned about Hal's behavior, Bowman and Poole enter an EVA pod to talk without Hal overhearing, and agree to disconnect Hal if he is proven wrong. Hal secretly follows their conversation by lip reading. While Poole is on a space walk outside his EVA pod attempting to replace the unit, Hal takes control of the pod, severs his oxygen hose and sets him adrift. Bowman takes another pod to rescue Poole. Meanwhile, Hal turns off the life support functions of the crewmen in suspended animation. When Bowman returns to the ship with Poole's body, Hal refuses to let him in, stating that the astronauts' plan to deactivate him jeopardizes the mission. Bowman opens the ship's emergency airlock manually, enters the ship, and proceeds to Hal's processor core. Hal tries to reassure Bowman, then pleads with him to stop, and finally expresses fear. As Bowman gradually deactivates the circuits controlling Hal's higher intellectual functions, Hal regresses to his earliest programmed memory, the song ""Daisy Bell"", which he sings for Bowman. When Bowman disconnects Hal, a prerecorded video message from Floyd reveals the existence of the monolith on the moon, its purpose and origin unknown. The object has been inert save for a powerful radio emission aimed at Jupiter. Only Hal had been told of the mission's true objectives. At Jupiter, Bowman leaves Discovery One in an EVA pod to investigate another monolith discovered in orbit around the planet. The pod is pulled into a vortex of colored light, and Bowman races across vast distances of space, viewing bizarre cosmological phenomena and strange landscapes of unusual colors. Bowman finds himself in a bedroom appointed in the neoclassical style. He sees, and then becomes, older versions of himself, first standing in the bedroom, middle-aged and still in his spacesuit, then dressed in leisure attire and eating dinner, and finally as an old man lying in the bed. A monolith appears at the foot of the bed, and as Bowman reaches for it, he is transformed into a fetus enclosed in a transparent orb of light. The new being floats in space beside the Earth, gazing at it."
wiki-08287,The Biggest Bundle of Them All,"An Italian gangster, Cesare Celli, formerly active in Chicago but now retired in his homeland of Italy, is kidnapped by Harry Price and his gang. Much to everyone's disappointment, none of Cesare's friends or associates is willing to pay a ransom to get him back. His professional pride offended by this development, Cesare offers to assist Harry and girlfriend Juliana in pulling off a daring heist that could net them $5 million. Cesare even brings in criminal mastermind Professor Samuels to run the operation. A Boeing B-17 Flying Fortress bomber is hijacked to be used to transport platinum ingots after a train robbery. Harry and the gang overcome many obstacles and the robbery is a great success, at least until the bomber doors open unexpectedly and the loot falls out."
